,Unnamed: 0,Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Weekly Hour,How Many New Clothes Monthly,How Long Internet Weekly Hours,Energy efficiency,Recycling,Cooking_With,CarbonEmission
117,117,underweight,female,pescatarian,twice a day,wood,private,hybrid,never,182.45059693313928,frequently,7743,extra large,4.908457384759329,2.757790456225578,0.0,54.64246858427069,Yes,['Paper'],"['Stove', 'Oven', 'Grill', 'Airfryer']",2768
118,118,underweight,female,vegan,more frequently,natural gas,public,,never,261.5500182137497,never,993,large,4.212388770903802,0.0,14.497690596713129,49.451918511731584,Sometimes,"['Paper', 'Plastic', 'Glass']",['Microwave'],1033
119,119,obese,female,omnivore,twice a day,coal,public,,sometimes,248.75634220210063,rarely,1997,large,9.84472617737981,77.97771769688478,0.0,94.39904630559543,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",2046
120,120,obese,female,omnivore,more frequently,coal,private,electric,never,116.79889905749056,rarely,2721,small,7.98570095630067,68.59250348814422,8.53662238875269,108.45280817659967,No,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2171
121,121,normal,female,vegetarian,daily,coal,walk/bicycle,,often,232.54729575354202,rarely,5,medium,4.29357664290629,66.12672196562549,0.0,61.30236535621759,Yes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave']",1312
122,122,obese,male,vegan,twice a day,wood,public,,sometimes,172.2552667060823,rarely,941,large,8.405920678925241,82.60406080265396,5.037009451111314,15.33193033721107,No,"['Plastic', 'Metal']","['Stove', 'Oven']",1209
123,123,underweight,male,vegan,more frequently,coal,private,diesel,sometimes,309.1738214622175,frequently,8815,small,4.328505245823873,37.858530648341755,16.160338073923718,47.33313243383589,Sometimes,['Metal'],['Microwave'],4017
124,124,normal,female,pescatarian,more frequently,wood,private,electric,often,299.49280941307086,rarely,3276,extra large,5.6923677271237585,14.63587893260663,15.038730194782238,60.638714312703776,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",877
125,125,obese,male,vegan,twice a day,electricity,private,hybrid,sometimes,382.84286693016907,never,3309,medium,3.5220288206922685,85.08322189441844,2.220979164310173,90.82690647222368,Yes,['Paper'],['Microwave'],1856
126,126,obese,male,pescatarian,more frequently,wood,private,hybrid,often,300.62975895565927,never,2623,medium,4.456427421775444,69.1238766061345,0.0,61.14383975697799,No,"['Glass', 'Metal']",['Microwave'],2197
127,127,obese,female,omnivore,twice a day,electricity,private,diesel,often,247.0419557819207,very frequently,7915,large,7.4260532131148045,15.713540869887204,0.0,93.90878449964687,Sometimes,"['Paper', 'Plastic']","['Stove', 'Oven']",4281
128,128,underweight,male,vegan,less frequently,electricity,private,lpg,sometimes,185.38852888267002,frequently,8897,small,2.806487461252585,59.90543476351243,0.0,57.706275324027786,Yes,['Glass'],"['Oven', 'Grill', 'Airfryer']",3480
129,129,underweight,female,vegetarian,twice a day,natural gas,walk/bicycle,,often,370.828346103381,never,19,medium,5.8919838018025725,91.81327716928837,15.39299792057542,85.44246057248336,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",953
130,130,underweight,male,omnivore,daily,natural gas,private,electric,often,211.953000843012,frequently,3662,small,5.016309401671915,0.0,0.0,58.25527120255289,Yes,"['Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2046
131,131,obese,male,vegan,twice a day,coal,private,petrol,never,226.60242951283905,never,611,large,2.9556249854630967,91.97898459437556,0.0,53.033616541203116,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2521
132,132,overweight,male,omnivore,twice a day,wood,public,,never,280.1673477672065,very frequently,1431,large,0.2906214815172179,53.639442238644335,8.401432875301929,21.16143126722526,Yes,['Paper'],"['Oven', 'Grill', 'Airfryer']",3551
133,133,normal,male,pescatarian,twice a day,wood,public,,sometimes,222.07949922260485,never,1978,medium,5.347980293792589,43.23359455511041,0.0,78.98403779074907,Yes,"['Paper', 'Plastic']","['Grill', 'Airfryer']",1459
134,134,underweight,male,vegan,daily,electricity,walk/bicycle,,sometimes,320.7018880321488,very frequently,92,extra large,5.626129158161511,39.464848039309906,4.286712380769751,60.52706976825131,No,['Glass'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2492
135,135,obese,male,omnivore,daily,coal,walk/bicycle,,often,253.3980189679038,frequently,82,large,3.4777974570233097,36.490031506500245,1.8449782345255479,112.0,No,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2411
136,136,obese,female,pescatarian,daily,coal,public,,never,175.35629290864827,very frequently,1851,large,6.956763836684193,21.964238486589007,0.0,56.69306849312098,Yes,"['Paper', 'Plastic', 'Glass']",['Stove'],2761
137,137,underweight,female,vegetarian,twice a day,wood,public,,sometimes,184.4332234026945,rarely,1224,extra large,4.929085087544392,58.54870964490833,0.0,42.34137868694374,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1500
138,138,overweight,male,pescatarian,more frequently,wood,private,electric,sometimes,418.6626912891628,never,8219,extra large,4.895628541539816,27.185597209471283,0.0,51.0654209617761,Sometimes,['Glass'],"['Stove', 'Oven']",1708
139,139,obese,female,omnivore,less frequently,coal,public,,sometimes,244.35238538278747,never,1390,extra large,6.491392819365489,94.64734806380028,13.419848020384286,58.21122330966517,No,['Metal'],"['Microwave', 'Grill', 'Airfryer']",1717
140,140,overweight,male,vegan,less frequently,wood,public,,sometimes,332.99885289862476,frequently,434,medium,4.299313457678448,0.0,0.0,111.97652508848886,No,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave']",2135
141,141,underweight,male,vegan,less frequently,wood,private,hybrid,sometimes,150.7779097847951,never,7460,small,5.659946071281654,52.443346131828434,0.0,35.1106089636319,Sometimes,"['Paper', 'Plastic']","['Grill', 'Airfryer']",2042
142,142,normal,female,vegan,more frequently,wood,walk/bicycle,,never,299.4436299785102,rarely,15,small,5.007688704472745,69.744334638242,2.5275209798132217,58.391047564578,Sometimes,"['Paper', 'Metal']","['Grill', 'Airfryer']",1221
143,143,underweight,male,vegetarian,less frequently,natural gas,private,diesel,never,151.4405803046083,very frequently,4686,extra large,7.770959258792729,11.272533261390969,0.0,43.594489738678334,No,"['Paper', 'Plastic', 'Glass']",['Microwave'],3473
144,144,normal,female,vegetarian,daily,electricity,walk/bicycle,,often,266.9063992389815,never,88,large,8.086241196911939,42.41285334078021,16.6003452032671,63.884895925568,Sometimes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",1378
145,145,normal,female,pescatarian,less frequently,electricity,walk/bicycle,,sometimes,339.05259367348043,very frequently,40,extra large,4.703942621627615,69.59310039606295,1.9790474503856512,31.14564155218092,Yes,"['Paper', 'Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2135
146,146,normal,male,pescatarian,more frequently,wood,walk/bicycle,,never,246.8697424089362,never,56,small,1.8052729628411237,71.64155636023605,11.063891347762464,62.74098571299426,No,"['Paper', 'Glass']",['Oven'],1464
147,147,overweight,female,vegan,less frequently,coal,walk/bicycle,,sometimes,101.37184575646893,very frequently,14,extra large,4.258774511246758,61.38232935981949,1.6133178135859603,44.452602813140494,Yes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",2816
148,148,normal,male,vegan,less frequently,wood,public,,sometimes,193.3994714333652,very frequently,108,medium,7.432748113291597,45.185410365009,0.0,101.0554286879948,No,"['Paper', 'Plastic']",['Stove'],2210
149,149,obese,female,omnivore,less frequently,natural gas,private,electric,often,300.50053048714636,never,5168,small,3.5758117103163354,60.747638965796966,7.702069588297263,109.96419689053582,No,"['Paper', 'Plastic']","['Stove', 'Oven']",1552
150,150,normal,male,vegan,more frequently,coal,private,petrol,never,383.99359627282286,frequently,672,small,7.421756425664848,46.30610795493769,18.821504002988053,108.68676618083418,No,"['Paper', 'Plastic', 'Metal']",['Stove'],2406
151,151,obese,female,vegan,less frequently,natural gas,walk/bicycle,,sometimes,239.75671034501642,very frequently,94,extra large,6.9223496961632325,33.50846038316659,0.0,57.56267846759886,Sometimes,['Metal'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3004
152,152,obese,female,vegetarian,daily,wood,private,petrol,sometimes,292.15848766247444,rarely,3114,large,5.820379610147655,40.92301037563272,8.468472526276328,56.80605630407449,Sometimes,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2540
153,153,normal,female,vegetarian,twice a day,natural gas,private,lpg,never,273.9617064525155,rarely,7134,extra large,6.835563563327856,30.39830762476717,6.610062402394082,47.3908532143004,Yes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave']",2424
154,154,overweight,female,vegan,more frequently,coal,private,diesel,sometimes,212.81306078163587,rarely,8609,extra large,8.028861935402615,33.409208082450625,16.83904311727299,39.907736332921125,Yes,"['Paper', 'Plastic']",['Oven'],4000
155,155,normal,female,omnivore,less frequently,natural gas,public,,often,208.74070411887055,never,852,extra large,1.2406838775827387,0.0,1.30567102629219,62.09141755958124,No,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']",1288
156,156,obese,male,vegetarian,less frequently,natural gas,public,,never,291.24753107072655,rarely,1673,medium,0.7791434522354175,16.780517330407363,0.0,26.9208936638001,Yes,"['Paper', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",2317
157,157,normal,female,vegetarian,more frequently,coal,public,,often,330.3772295918112,very frequently,1564,large,5.22452210989798,40.05066828021618,6.437146992383414,112.0,Yes,"['Plastic', 'Glass', 'Metal']",[],2730
158,158,normal,female,vegan,more frequently,wood,walk/bicycle,,often,209.73362638542915,rarely,74,small,7.2467480424065105,18.531628361003975,0.0,112.0,Yes,['Glass'],['Stove'],1371
159,159,normal,female,omnivore,daily,natural gas,private,petrol,sometimes,288.5349500687447,rarely,2885,small,7.213567116926413,83.52097739217177,0.0,83.65349626527929,Sometimes,"['Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",2349
160,160,normal,male,vegan,twice a day,natural gas,private,petrol,never,171.79226196959962,rarely,8130,large,5.249325167854649,33.55737449777408,0.0,7.828525738507167,Sometimes,"['Plastic', 'Metal']",['Oven'],4536
161,161,overweight,female,vegetarian,twice a day,wood,public,,often,292.46411533482114,very frequently,228,extra large,4.139084219750417,31.176645745113973,0.0,20.52266910562016,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2987
162,162,normal,female,vegetarian,more frequently,wood,public,,sometimes,97.40201249303553,never,1162,medium,5.6388942861938505,62.20597519736437,17.064196809854696,55.46764294052956,Sometimes,"['Paper', 'Metal']","['Oven', 'Microwave']",1039
163,163,normal,male,pescatarian,less frequently,wood,public,,never,199.50571753601977,never,71,medium,8.922667248172761,49.74945525146333,7.91638765862892,53.47196486548579,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",1036
164,164,obese,female,omnivore,twice a day,natural gas,private,diesel,never,193.4800355283522,frequently,6337,extra large,4.938122079229873,0.0,0.0,112.0,Sometimes,[],"['Microwave', 'Grill', 'Airfryer']",3620
165,165,normal,male,vegan,more frequently,natural gas,public,,never,243.4622629957452,rarely,1649,small,9.023127951937873,82.2253891698098,11.983989974966805,47.35231322590276,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']",1009
166,166,underweight,female,omnivore,daily,natural gas,private,diesel,often,316.7652552344,very frequently,6159,small,3.067935671135312,35.90397753700163,9.79922863890217,74.7011017990986,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2895
167,167,overweight,male,omnivore,more frequently,electricity,private,diesel,sometimes,184.71050855625094,never,9884,extra large,7.567953503369467,31.034323035647642,0.0,77.8920581713885,Yes,['Plastic'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",4294
168,168,normal,male,vegan,more frequently,wood,private,hybrid,sometimes,331.3206130118285,frequently,4060,extra large,5.0347378592745,9.555668781896486,17.04383147034485,61.00507873117881,No,"['Glass', 'Metal']","['Oven', 'Microwave']",3429
169,169,underweight,female,omnivore,daily,natural gas,walk/bicycle,,sometimes,216.68694164778293,rarely,68,medium,4.6551367294969195,43.557266508623556,7.4531425680006205,80.59899889989185,Yes,"['Paper', 'Glass']","['Grill', 'Airfryer']",1334
170,170,overweight,male,pescatarian,less frequently,wood,walk/bicycle,,never,158.70937984257216,very frequently,5,large,9.544069463228409,67.48730990591636,12.335766053239242,63.2582808676,No,['Glass'],"['Grill', 'Airfryer']",3697
171,171,normal,female,pescatarian,twice a day,natural gas,public,,often,301.04514069389796,rarely,702,small,4.884514570660197,25.75341697959994,4.028436655990404,80.8864460134991,Sometimes,['Metal'],"['Oven', 'Microwave']",1494
172,172,underweight,male,vegan,less frequently,coal,walk/bicycle,,sometimes,305.7415579380128,very frequently,2,extra large,5.352111021769554,41.54110167626949,3.977684309212261,49.69251990887339,No,"['Plastic', 'Metal']","['Stove', 'Microwave']",2779
173,173,overweight,female,omnivore,less frequently,coal,walk/bicycle,,often,247.7829941393845,rarely,42,small,8.407365420194033,27.11040998313883,0.0,50.24967633997778,No,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",993
174,174,normal,female,omnivore,less frequently,coal,public,,never,188.01467741448198,never,274,extra large,9.030307230423418,47.05010503006245,11.25510687492524,52.086523610242324,Sometimes,['Plastic'],"['Stove', 'Oven', 'Grill', 'Airfryer']",1944
175,175,normal,female,omnivore,less frequently,coal,public,,often,265.92937988646787,frequently,590,small,5.659148993122832,5.584817578385028,0.8897180164957728,82.81187541990278,No,"['Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",1474
176,176,overweight,male,vegetarian,twice a day,natural gas,private,diesel,often,147.863519061697,frequently,84,small,4.859661010877271,82.54548168076855,0.0,55.143980987960724,Yes,[],"['Oven', 'Microwave']",1880
177,177,normal,female,pescatarian,less frequently,coal,private,diesel,often,177.72359414265594,frequently,6908,large,3.850959870963738,35.42420286335297,0.0,24.010228134328614,Yes,[],"['Grill', 'Airfryer']",3535
178,178,underweight,female,omnivore,daily,wood,walk/bicycle,,often,286.65822293351823,rarely,52,medium,4.581021483129924,50.39882946040802,0.0,62.64999160038115,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",1644
179,179,obese,female,vegetarian,more frequently,natural gas,private,lpg,never,250.2795661224986,frequently,121,extra large,5.7996177289752096,38.68303955515762,16.183381241918866,47.86663501461885,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1268
180,180,obese,male,omnivore,less frequently,natural gas,walk/bicycle,,never,268.57886580924804,rarely,30,small,6.034649077580185,44.54107985457483,2.0777149585134658,112.0,Sometimes,"['Paper', 'Metal']",[],1529
181,181,obese,male,vegan,twice a day,electricity,public,,never,206.00121232056276,rarely,1336,extra large,5.45758498759621,0.0,3.9630994456657245,45.27764916021971,Yes,['Glass'],['Stove'],2076
182,182,obese,male,omnivore,less frequently,electricity,walk/bicycle,,often,189.4657098596299,never,89,large,7.408327354989409,26.873655480590344,0.0,110.29932995015531,Sometimes,['Glass'],[],1850
183,183,normal,male,pescatarian,less frequently,natural gas,public,,never,308.5508373768729,never,1412,small,5.045584717957217,13.71538457945114,7.937214367629075,112.0,Sometimes,"['Paper', 'Plastic', 'Metal']",[],1000
184,184,obese,male,vegetarian,twice a day,electricity,walk/bicycle,,never,314.5033934612193,never,4,small,6.087505608062627,13.601264188920496,5.486902023609719,28.11654428705036,Sometimes,[],"['Microwave', 'Grill', 'Airfryer']",1485
185,185,overweight,female,pescatarian,more frequently,coal,public,,sometimes,288.5487811861321,rarely,1924,medium,4.973024466833387,20.278738841512332,13.730669962679679,28.77353974062057,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",1139
186,186,underweight,female,pescatarian,daily,natural gas,walk/bicycle,,never,187.57185742686426,never,64,large,7.953230776498344,70.9581185265297,0.0,60.61504578336148,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",682
187,187,overweight,male,vegan,daily,natural gas,private,electric,often,272.7937388427497,never,8659,large,6.69816486924492,35.76559013199761,0.0,63.98829471096501,Yes,"['Paper', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",926
188,188,normal,female,pescatarian,daily,coal,walk/bicycle,,sometimes,376.90566803024484,rarely,82,small,5.056562358135163,0.0,6.183791858595465,51.154841679600956,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",1037
